schema_version	candidate_id	gene	priority_tier	trait_id	source_accession	ensembl_gene_id	chromosome_candidate	start_candidate	end	chromosome_magma	start_magma	stop	n_snps	z_stat	p_value	candidate_threshold	candidate_significant	test_status	result_provenance
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0119	MYO9A	P3	csf_ptau181	GCST90726398	ENSG00000066933	15	71822291	72118577	15	72114632.0	72410918.0	403.0	1.6148	0.053173	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0120	NAB2	P3	csf_ptau181	GCST90726398	ENSG00000166886	12	57089043	57095476	12	57482677.0	57489259.0	10.0	0.068768	0.47259	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0121	NAP1L5	P3	csf_ptau181	GCST90726398	ENSG00000177432	4	88695913	88697829	4	89617066.0	89619386.0	6.0	-0.069007	0.52751	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0122	NCOA1	P2	csf_ptau181	GCST90726398	ENSG00000084676	2	24491254	24770702	2	24714783.0	24993571.0	533.0	-1.2679	0.89758	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0123	NECAP1	P3	csf_ptau181	GCST90726398	ENSG00000089818	12	8076939	8097881	12	8234807.0	8250367.0	14.0	0.47439	0.31761	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0124	NHP2	P3	csf_ptau181	GCST90726398	ENSG00000145912	5	178149463	178153894	5	177576461.0	177580968.0	8.0	1.6048	0.054274	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0125	NOXA1	P3	csf_ptau181	GCST90726398	ENSG00000188747	9	137423350	137434406	9	140317802.0	140328858.0	26.0	0.15805	0.43721	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0126	NRBP2	P3	csf_ptau181	GCST90726398	ENSG00000185189	8	143833583	143840973	8	144915764.0	144924200.0	8.0	-1.5614	0.94078	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0127	OGA	P2	csf_ptau181	GCST90726398	ENSG00000198408	10	101784443	101818465	10	103544200.0	103578696.0	34.0	1.7334	0.041516	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0128	OST4	P3	csf_ptau181	GCST90726398	ENSG00000228474	2	27070472	27071654	2	27293340.0	27294641.0	1.0	0.61342	0.2698	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0129	PAPOLA	P1	csf_ptau181	GCST90726398	ENSG00000090060	14	96501433	96567116	14	96967770.0	97033448.0	95.0	-0.52982	0.70188	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0130	PCBP4	P2	csf_ptau181	GCST90726398	ENSG00000090097	3	51957454	51974016	3	51991470.0	52002426.0	5.0	1.6846	0.046037	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0131	PDE5A	P3	csf_ptau181	GCST90726398	ENSG00000138735	4	119494397	119628804	4	120415550.0	120550146.0	342.0	0.68339	0.24718	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0132	PDS5B	P3	csf_ptau181	GCST90726398	ENSG00000083642	13	32586452	32778019	13	33160564.0	33352157.0	332.0	-0.11078	0.5441	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0133	PER3	P2	csf_ptau181	GCST90726398	ENSG00000049246	1	7784291	7845177	1	7844380.0	7905237.0	204.0	-1.3869	0.91727	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0134	PGAM1	P2	csf_ptau181	GCST90726398	ENSG00000171314	10	97426191	97433444	10	99185917.0	99193198.0	7.0	1.6777	0.046705	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0135	PGK1	P2	csf_ptau181	GCST90726398	ENSG00000102144	X	77910739	78129295	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0136	PHF11	P3	csf_ptau181	GCST90726398	ENSG00000136147	13	49495610	49528981	13	50069746.0	50103123.0	95.0	0.907	0.1822	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0137	PHF3	P3	csf_ptau181	GCST90726398	ENSG00000118482	6	63635802	63779336	6	64345725.0	64489229.0	177.0	0.84458	0.19917	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0138	PHTF2	P3	csf_ptau181	GCST90726398	ENSG00000006576	7	77798773	77957503	7	77428122.0	77586818.0	293.0	-1.0313	0.8488	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0139	PLCG2	P2	csf_ptau181	GCST90726398	ENSG00000197943	16	81779279	81962685	16	81772702.0	81991899.0	1042.0	0.70173	0.24142	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0140	POLR2K	P3	csf_ptau181	GCST90726398	ENSG00000147669	8	100150623	100154003	8	101162812.0	101166230.0	5.0	0.901	0.18379	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0141	PPP4R4	P3	csf_ptau181	GCST90726398	ENSG00000119698	14	94146128	94279734	14	94612465.0	94746072.0	275.0	-0.22715	0.58985	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0142	PRDX1	P2	csf_ptau181	GCST90726398	ENSG00000117450	1	45510914	45542732	1	45976708.0	45988719.0	33.0	-0.77112	0.77968	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0143	PSMB6	P2	csf_ptau181	GCST90726398	ENSG00000142507	17	4796144	4798502	17	4699439.0	4701790.0	9.0	-0.018799	0.5075	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0144	PTGES3	P2	csf_ptau181	GCST90726398	ENSG00000110958	12	56663341	56688408	12	57057127.0	57082159.0	47.0	1.24	0.10748	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0145	PTMA	P3	csf_ptau181	GCST90726398	ENSG00000187514	2	231706895	231713551	2	232571605.0	232578251.0	23.0	-0.34245	0.634	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0146	RAB6B	P3	csf_ptau181	GCST90726398	ENSG00000154917	3	133824235	133895882	3	133543083.0	133614680.0	190.0	-0.98874	0.8386	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0147	RABAC1	P2	csf_ptau181	GCST90726398	ENSG00000105404	19	41956681	41959321	19	42460833.0	42463542.0	4.0	0.77271	0.21985	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0148	RAN	P3	csf_ptau181	GCST90726398	ENSG00000132341	12	130872037	130877678	12	131356424.0	131362223.0	15.0	-1.5627	0.94094	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0149	RBM22	P3	csf_ptau181	GCST90726398	ENSG00000086589	5	150690792	150701077	5	150070356.0	150080669.0	8.0	0.79177	0.21425	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0150	RFLNA	P3	csf_ptau181	GCST90726398	ENSG00000178882	12	123973241	124316024	12	124457788.0	124800570.0	881.0	1.4689	0.070932	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0151	RGS11	P3	csf_ptau181	GCST90726398	ENSG00000076344	16	268301	275980	16	318300.0	325980.0	20.0	0.45703	0.32382	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0152	RNF7	P3	csf_ptau181	GCST90726398	ENSG00000114125	3	141738249	141747560	3	141457046.0	141466402.0	27.0	-1.7141	0.95675	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0153	RPL11	P2	csf_ptau181	GCST90726398	ENSG00000142676	1	23691742	23696835	1	24018269.0	24022915.0	12.0	0.34814	0.36387	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0154	RPL15	P2	csf_ptau181	GCST90726398	ENSG00000174748	3	23916591	23924374	3	23958036.0	23965183.0	11.0	2.3691	0.0089164	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0155	RPL29	P2	csf_ptau181	GCST90726398	ENSG00000162244	3	51993522	51995895	3	52027616.0	52029958.0	3.0	0.23313	0.40783	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0156	RPL35A	P3	csf_ptau181	GCST90726398	ENSG00000182899	3	197950190	197956610	3	197676858.0	197683481.0	16.0	-0.1315	0.55231	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0157	RPL36	P2	csf_ptau181	GCST90726398	ENSG00000130255	19	5674947	5691875	19	5674958.0	5691887.0	22.0	-1.7047	0.95587	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0158	RPL36AL	P2	csf_ptau181	GCST90726398	ENSG00000165502	14	49618530	49620626	14	50085237.0	50087403.0	6.0	0.55175	0.29056	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0159	RPL38	P2	csf_ptau181	GCST90726398	ENSG00000172809	17	74203582	74210655	17	72199721.0	72206794.0	9.0	-0.14925	0.55932	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0160	RPL6	P2	csf_ptau181	GCST90726398	ENSG00000089009	12	112405189	112418838	12	112842994.0	112856642.0	10.0	0.589	0.27793	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0161	RPL7L1	P2	csf_ptau181	GCST90726398	ENSG00000146223	6	42879616	42889925	6	42847356.0	42857663.0	30.0	1.2414	0.10724	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0162	RPL8	P3	csf_ptau181	GCST90726398	ENSG00000161016	8	144789765	144792587	8	146015150.0	146017972.0	5.0	1.889	0.029449	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0163	RPLP1	P2	csf_ptau181	GCST90726398	ENSG00000137818	15	69452814	69456205	15	69745123.0	69748255.0	6.0	-1.0862	0.8613	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0164	RPLP2	P2	csf_ptau181	GCST90726398	ENSG00000177600	11	809965	812880	11	809647.0	812880.0	4.0	-0.53779	0.70464	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0165	RPS11	P3	csf_ptau181	GCST90726398	ENSG00000142534	19	49496365	49499708	19	49999622.0	50002946.0	8.0	-0.53728	0.70446	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0166	RPS13	P2	csf_ptau181	GCST90726398	ENSG00000110700	11	17074388	17077715	11	17095936.0	17099334.0	6.0	-0.17627	0.56996	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0167	RPS15	P2	csf_ptau181	GCST90726398	ENSG00000115268	19	1438358	1440495	19	1438358.0	1440583.0	1.0	-1.5955	0.9447	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0168	RPS25	P2	csf_ptau181	GCST90726398	ENSG00000118181	11	119015712	119018691	11	118886422.0	118889401.0	14.0	0.70209	0.24131	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0169	RPS27A	P3	csf_ptau181	GCST90726398	ENSG00000143947	2	55231903	55235853	2	55459039.0	55462989.0	8.0	1.6561	0.048849	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0170	RPS4X	P2	csf_ptau181	GCST90726398	ENSG00000198034	X	72255679	72277248	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0171	RPS6	P3	csf_ptau181	GCST90726398	ENSG00000137154	9	19375715	19380236	9	19375713.0	19380252.0	8.0	-0.15098	0.56001	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0172	RPS7	P3	csf_ptau181	GCST90726398	ENSG00000171863	2	3575260	3580920	2	3622795.0	3628509.0	23.0	0.60422	0.27285	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0173	RRAGA	P2	csf_ptau181	GCST90726398	ENSG00000155876	9	19049427	19051025	9	19049372.0	19051019.0	2.0	-0.16223	0.56444	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0174	RXRA	P3	csf_ptau181	GCST90726398	ENSG00000186350	9	134317098	134440585	9	137208944.0	137332431.0	348.0	0.48571	0.31359	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0175	SAMD4B	P3	csf_ptau181	GCST90726398	ENSG00000179134	19	39342421	39385710	19	39833036.0	39876350.0	83.0	-2.0435	0.9795	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0176	SAP18	P3	csf_ptau181	GCST90726398	ENSG00000150459	13	21140119	21149097	13	21714653.0	21723221.0	16.0	0.33683	0.36812	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0177	SARAF	P2	csf_ptau181	GCST90726398	ENSG00000133872	8	30063003	30083208	8	29920528.0	29940723.0	34.0	-0.81855	0.79348	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0178	SAT2	P3	csf_ptau181	GCST90726398	ENSG00000141504	17	7626234	7627876	17	7529552.0	7531194.0	3.0	1.8961	0.028973	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0179	SBNO2	P3	csf_ptau181	GCST90726398	ENSG00000064932	19	1107637	1174268	19	1107636.0	1174282.0	220.0	0.14553	0.44215	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0180	SCAMP1	P3	csf_ptau181	GCST90726398	ENSG00000085365	5	78360611	78480739	5	77656339.0	77776562.0	262.0	0.68688	0.24608	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0181	SELENBP1	P3	csf_ptau181	GCST90726398	ENSG00000143416	1	151364304	151372707	1	151336778.0	151345209.0	15.0	-0.058627	0.52338	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0182	SELENOM	P2	csf_ptau181	GCST90726398	ENSG00000198832	22	31104772	31120069	22	31500758.0	31516055.0	43.0	0.6166	0.26875	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0183	SELENOW	P2	csf_ptau181	GCST90726398	ENSG00000178980	19	47778677	47784686	19	48281829.0	48287943.0	9.0	-0.64274	0.7398	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0184	SEMA3B	P3	csf_ptau181	GCST90726398	ENSG00000012171	3	50267558	50277546	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0185	SHMT1	P2	csf_ptau181	GCST90726398	ENSG00000176974	17	18327860	18363563	17	18231187.0	18266856.0	90.0	-2.0908	0.98173	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0186	SLC11A1	P2	csf_ptau181	GCST90726398	ENSG00000018280	2	218382029	218396894	2	219246752.0	219261617.0	21.0	-0.21294	0.58432	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0187	SLC35D2	P2	csf_ptau181	GCST90726398	ENSG00000130958	9	96313444	96383711	9	99082988.0	99145992.0	212.0	0.81216	0.20835	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0188	SLMAP	P3	csf_ptau181	GCST90726398	ENSG00000163681	3	57755450	57930003	3	57741177.0	57914895.0	222.0	1.8206	0.034337	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0189	SMARCA1	P3	csf_ptau181	GCST90726398	ENSG00000102038	X	129446501	129523500	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0190	SNAP25-AS1	P3	csf_ptau181	GCST90726398	ENSG00000227906	20	10006381	10368831	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0191	SPATS2L	P2	csf_ptau181	GCST90726398	ENSG00000196141	2	200305881	200482264	2	201170604.0	201346986.0	349.0	-0.81729	0.79312	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0192	SPCS1	P3	csf_ptau181	GCST90726398	ENSG00000114902	3	52704955	52711148	3	52738971.0	52742182.0	4.0	0.94201	0.17309	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0193	SRSF7	P2	csf_ptau181	GCST90726398	ENSG00000115875	2	38743599	38751494	2	38970741.0	38978636.0	6.0	1.2056	0.11398	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0194	SSR2	P2	csf_ptau181	GCST90726398	ENSG00000163479	1	156009048	156020951	1	155978839.0	155990750.0	18.0	0.65025	0.25776	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0195	STAT3	P3	csf_ptau181	GCST90726398	ENSG00000168610	17	42313324	42388540	17	40465342.0	40540586.0	116.0	0.63592	0.26242	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0196	STMN1	P3	csf_ptau181	GCST90726398	ENSG00000117632	1	25884181	25906991	1	26210672.0	26233482.0	28.0	-2.6456	0.99592	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0197	SYN1	P2	csf_ptau181	GCST90726398	ENSG00000008056	X	47571901	47619857	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0198	TAP1	P2	csf_ptau181	GCST90726398	ENSG00000168394	6	32845209	32853816	6	32812986.0	32821755.0	75.0	0.23231	0.40815	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0199	TBC1D8	P2	csf_ptau181	GCST90726398	ENSG00000204634	2	101007228	101252866	2	101624079.0	101869328.0	543.0	1.5098	0.065551	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0200	TBCK	P3	csf_ptau181	GCST90726398	ENSG00000145348	4	106041599	106316683	4	106962756.0	107242652.0	536.0	-0.2834	0.61156	5.482456140350877e-05	False	tested	reused_checksum_validated_phase19_full_genome_magma
phase19b_sex_apoe_kda_combo_v2_magma	GS19B0201	TCEAL2	P3	csf_ptau181	GCST90726398	ENSG00000184905	X	102125679	102140426	NA	NA	NA	NA	NA	NA	5.482456140350877e-05	False	not_assessable_no_fuma_v110_reference_gene_model	NA
